Monto,ID_Transaccion,Fecha,ID_Empleado,ID_Proveedor
5209.85,397,2025-07-13,EMP023,PROV007
721.09,398,2025-12-25,EMP073,PROV017
3174.99,399,2025-01-20,EMP021,PROV021
3229.13,400,2025-09-23,EMP041,PROV036
160.79,401,2025-12-21,EMP095,PROV023
6384.19,402,2025-04-29,EMP080,PROV001
1024.48,403,2025-08-25,EMP008,PROV036
4496.92,404,2025-04-23,EMP067,PROV001
436.62,405,2025-05-26,EMP100,PROV050
6180.83,406,2025-06-17,EMP064,PROV042
600.35,407,2025-02-11,EMP096,PROV047
105.12,408,2025-12-18,EMP029,PROV027
6467.91,409,2025-01-04,EMP016,PROV031
152.26,410,2025-07-04,EMP008,PROV027
435.14,411,2025-12-19,EMP050,PROV001
7945.55,412,2025-12-11,EMP037,PROV036
7965.52,413,2025-08-07,EMP017,PROV023
1402.41,414,2025-09-27,EMP004,PROV001
1835.16,415,2025-04-24,EMP007,PROV037
788.66,416,2025-04-23,EMP031,PROV014
385.85,417,2025-04-22,EMP031,PROV017
454.29,418,2025-05-17,EMP057,PROV025
2213.28,419,2025-08-25,EMP089,PROV041
3197.05,420,2025-10-12,EMP005,PROV040
3829.64,421,2025-03-28,EMP048,PROV005
3795.21,422,2025-04-12,EMP058,PROV024
152.2,423,2025-12-26,EMP014,PROV042
974.63,424,2025-06-14,EMP005,PROV013
130.35,425,2025-02-23,EMP031,PROV038
1256.2,426,2025-07-06,EMP028,PROV045
763.94,427,2025-02-13,EMP099,PROV022
5962.23,428,2025-11-30,EMP060,PROV013
503.3,429,2025-03-27,EMP093,PROV039
171.45,430,2025-06-04,EMP027,PROV004
193.19,431,2025-10-26,EMP025,PROV008
3334.43,432,2025-01-15,EMP049,PROV046
1723.6,433,2025-05-29,EMP094,PROV014
159.31,434,2025-01-10,EMP048,PROV005
147.3,435,2025-07-07,EMP096,PROV015
2523.12,436,2025-06-16,EMP009,PROV011
139.81,437,2025-04-16,EMP082,PROV042
4402.71,438,2025-08-18,EMP080,PROV029
2585.14,439,2025-06-29,EMP035,PROV027
145.44,440,2025-09-23,EMP006,PROV033
147.8,441,2025-04-25,EMP057,PROV003
9403.28,442,2025-05-14,EMP005,PROV045
560.46,443,2025-01-15,EMP009,PROV018
551.17,444,2025-01-30,EMP061,PROV006
4222.79,445,2025-01-22,EMP038,PROV038
7843.27,446,2025-04-02,EMP094,PROV048
9375.67,447,2025-08-27,EMP005,PROV017
3211.86,448,2025-12-08,EMP026,PROV035
565.61,449,2025-09-28,EMP068,PROV019
146.89,450,2025-05-19,EMP049,PROV022
3583.39,451,2025-01-27,EMP065,PROV041
1308.6,452,2025-07-28,EMP018,PROV002
705.41,453,2025-04-07,EMP023,PROV013
6496.94,454,2025-04-30,EMP066,PROV017
166.88,455,2025-12-06,EMP016,PROV037
966.61,456,2025-07-14,EMP005,PROV034
105.37,457,2025-06-03,EMP004,PROV008
865.61,458,2025-09-20,EMP023,PROV019
129.6,459,2025-04-28,EMP024,PROV021
172.84,460,2025-05-25,EMP032,PROV026
171.81,461,2025-12-01,EMP001,PROV048
1988.02,462,2025-11-08,EMP017,PROV015
3105.2,463,2025-10-04,EMP019,PROV027
1468.04,464,2025-07-12,EMP035,PROV001
8401.27,465,2025-06-14,EMP096,PROV002
562.01,466,2025-10-01,EMP049,PROV013
372.76,467,2025-01-31,EMP022,PROV022
5460.07,468,2025-03-19,EMP025,PROV027
280.02,469,2025-03-13,EMP062,PROV016
8441.99,470,2025-09-20,EMP045,PROV031
105.76,471,2025-04-23,EMP079,PROV036
8704.78,472,2025-10-20,EMP082,PROV012
121.99,473,2025-03-30,EMP008,PROV022
6057.4,474,2025-10-10,EMP093,PROV026
1136.06,475,2025-01-06,EMP001,PROV017
9681.21,476,2025-05-17,EMP005,PROV009
140.47,477,2025-10-15,EMP050,PROV004
1281.47,478,2025-01-09,EMP096,PROV038
8681.71,479,2025-12-23,EMP009,PROV005
1112.23,480,2025-08-19,EMP092,PROV027
1814.67,481,2025-08-19,EMP082,PROV047
2463.19,482,2025-11-27,EMP100,PROV038
811.11,483,2025-11-03,EMP025,PROV048
1799.35,484,2025-02-03,EMP052,PROV034
1474.45,485,2025-05-10,EMP058,PROV012
6343.31,486,2025-01-26,EMP026,PROV028
123.28,487,2025-08-22,EMP021,PROV004
364.69,488,2025-05-22,EMP026,PROV012
7958.35,489,2025-12-28,EMP068,PROV042
6032.92,490,2025-07-23,EMP035,PROV021
815.29,491,2025-01-28,EMP005,PROV017
1738.86,492,2025-02-17,EMP016,PROV024
358.73,493,2025-03-21,EMP054,PROV014
237.82,494,2025-09-04,EMP052,PROV031
846.05,495,2025-12-19,EMP091,PROV047
508.98,496,2025-05-19,EMP094,PROV010
1469.98,497,2025-12-31,EMP055,PROV032
143.04,498,2025-08-24,EMP028,PROV036
8887.7,499,2025-08-14,EMP030,PROV044
9384.72,500,2025-10-28,EMP005,PROV001
2490.71,501,2025-05-05,EMP078,PROV032
1180.84,502,2025-09-02,EMP074,PROV039
415.96,503,2025-08-25,EMP085,PROV050
4242.19,504,2025-08-03,EMP053,PROV047
2341.33,505,2025-05-31,EMP022,PROV043
211.46,506,2025-10-04,EMP028,PROV035
6635.21,507,2025-04-11,EMP086,PROV004
4416.46,508,2025-02-15,EMP087,PROV034
7935.97,509,2025-06-09,EMP053,PROV035
2827.74,510,2025-03-25,EMP043,PROV036
1685.89,511,2025-10-23,EMP046,PROV049
686.26,512,2025-04-12,EMP031,PROV007
7335.96,513,2025-04-19,EMP004,PROV031
5396.69,514,2025-11-27,EMP062,PROV008
123.15,515,2025-10-27,EMP087,PROV012
112.91,516,2025-01-27,EMP099,PROV047
566.14,517,2025-08-15,EMP002,PROV041
4179.33,518,2025-10-23,EMP007,PROV021
9430.88,519,2025-01-12,EMP005,PROV029
199.91,520,2025-11-29,EMP009,PROV040
1542.63,521,2025-04-14,EMP009,PROV040
577.81,522,2025-02-27,EMP089,PROV011
8706.2,523,2025-07-04,EMP076,PROV049
4833.23,524,2025-12-17,EMP014,PROV014
4749.6,525,2025-07-10,EMP091,PROV031
865.74,526,2025-08-24,EMP018,PROV016
675.52,527,2025-02-24,EMP063,PROV023
352.22,528,2025-12-16,EMP043,PROV036
129.64,529,2025-04-29,EMP075,PROV011
5363.46,530,2025-09-23,EMP041,PROV047
4224.76,531,2025-08-20,EMP067,PROV048
9987.01,532,2025-01-27,EMP005,PROV043
9846.31,533,2025-06-02,EMP005,PROV044
1290.81,534,2025-09-23,EMP055,PROV004
3451.24,535,2025-05-25,EMP027,PROV043
7754.1,536,2025-01-23,EMP027,PROV023
5003.74,537,2025-12-24,EMP072,PROV017
312.39,538,2025-04-01,EMP086,PROV006
796.32,539,2025-05-29,EMP017,PROV010
181.27,540,2025-04-03,EMP032,PROV042
8092.86,541,2025-06-03,EMP090,PROV018
1630.61,542,2025-05-15,EMP065,PROV042
286.61,543,2025-09-18,EMP052,PROV012
2204.96,544,2025-06-08,EMP069,PROV023
1722.89,545,2025-04-07,EMP050,PROV007
520.39,546,2025-11-02,EMP091,PROV010
168.7,547,2025-01-26,EMP080,PROV019
2203.67,548,2025-05-11,EMP019,PROV010
1098.03,549,2025-09-08,EMP063,PROV005
3504.59,550,2025-07-18,EMP010,PROV006
1097.3,551,2025-11-29,EMP060,PROV042
5062.48,552,2025-06-20,EMP099,PROV016
1270.03,553,2025-04-04,EMP099,PROV038
1323.96,554,2025-06-02,EMP077,PROV013
5666.4,555,2025-02-18,EMP078,PROV046
641.16,556,2025-11-19,EMP024,PROV009
185.37,557,2025-08-27,EMP063,PROV045
114.17,558,2025-03-13,EMP032,PROV029
3237.98,559,2025-08-07,EMP028,PROV036
1740.28,560,2025-07-25,EMP050,PROV013
2559.53,561,2025-06-21,EMP078,PROV040
266.64,562,2025-05-09,EMP078,PROV030
187.39,563,2025-09-30,EMP038,PROV025
106.93,564,2025-12-25,EMP053,PROV037
502.55,565,2025-08-24,EMP008,PROV001
1512.99,566,2025-05-31,EMP017,PROV044
608.82,567,2025-01-02,EMP093,PROV028
749.81,568,2025-02-25,EMP095,PROV044
6431.58,569,2025-12-21,EMP020,PROV033
497.18,570,2025-11-01,EMP065,PROV021
1066.54,571,2025-06-29,EMP057,PROV041
3692.38,572,2025-01-07,EMP040,PROV007
620.99,573,2025-01-15,EMP060,PROV005
1754.58,574,2025-06-09,EMP002,PROV042
5305.51,575,2025-11-19,EMP089,PROV038
7925.77,576,2025-01-08,EMP018,PROV044
196.86,577,2025-11-15,EMP035,PROV044
7131.41,578,2025-08-06,EMP032,PROV040
964.35,579,2025-10-16,EMP005,PROV048
328.46,580,2025-03-10,EMP055,PROV024
828.46,581,2025-05-24,EMP003,PROV033
9121.48,582,2025-01-30,EMP005,PROV031
966.58,583,2025-11-08,EMP005,PROV045
454.47,584,2025-12-23,EMP090,PROV001
1848.42,585,2025-04-22,EMP091,PROV045
302.2,586,2025-10-31,EMP044,PROV020
141.82,587,2025-03-12,EMP047,PROV026
181.03,588,2025-07-17,EMP057,PROV002
180.34,589,2025-07-28,EMP026,PROV028
201.28,590,2025-05-30,EMP026,PROV030
189.52,591,2025-04-26,EMP042,PROV044
1913.15,592,2025-10-16,EMP092,PROV024
