fecha,product_id,stock_inicial,entradas,salidas,stock_final
2025-06-09,102,59,0,0,59
2025-06-10,102,59,0,3,56
2025-06-11,102,56,0,5,51
2025-06-12,102,51,0,8,43
2025-06-13,102,43,0,1,42
2025-06-14,102,42,0,0,42
2025-06-15,102,42,0,9,33
2025-06-16,102,33,0,1,32
2025-06-17,102,32,0,9,23
2025-06-18,102,23,120,6,137
2025-06-19,102,137,0,1,136
2025-06-20,102,136,0,2,134
2025-06-21,102,134,0,6,128
2025-06-22,102,128,0,3,125
2025-06-23,102,125,0,0,125
2025-06-24,102,125,0,4,121
2025-06-25,102,121,0,8,113
2025-06-26,102,113,0,7,106
2025-06-27,102,106,0,8,98
2025-06-28,102,98,0,9,89
2025-06-29,102,89,0,8,81
2025-06-30,102,81,0,6,75
2025-07-01,102,75,0,3,72
2025-07-02,102,72,0,4,68
2025-07-03,102,68,0,0,68
2025-07-04,102,68,0,0,68
2025-07-05,102,68,0,2,66
2025-07-06,102,66,0,7,59
2025-07-07,102,59,0,1,58
2025-07-08,102,58,0,3,55
2025-07-09,102,55,0,1,54
2025-07-10,102,54,0,4,50
2025-07-11,102,50,0,8,42
2025-07-12,102,42,0,0,42
2025-07-13,102,42,0,4,38
2025-07-14,102,38,120,8,150
2025-07-15,102,150,0,0,150
2025-07-16,102,150,0,8,142
2025-07-17,102,142,0,7,135
2025-07-18,102,135,0,3,132
2025-07-19,102,132,0,9,123
2025-07-20,102,123,0,4,119
2025-07-21,102,119,0,4,115
2025-07-22,102,115,0,5,110
2025-07-23,102,110,0,6,104
2025-07-24,102,104,0,7,97
2025-07-25,102,97,0,7,90
2025-07-26,102,90,0,1,89
2025-07-27,102,89,0,8,81
2025-07-28,102,81,0,6,75
2025-07-29,102,75,0,3,72
2025-07-30,102,72,0,3,69
2025-07-31,102,69,0,7,62
2025-08-01,102,62,0,3,59
2025-08-02,102,59,0,5,54
2025-08-03,102,54,0,4,50
2025-08-04,102,50,0,2,48
2025-08-05,102,48,0,9,39
2025-08-06,102,39,0,8,31
2025-08-07,102,31,0,0,31
2025-08-08,102,31,120,7,144
2025-08-09,102,144,0,5,139
2025-08-10,102,139,0,4,135
2025-08-11,102,135,0,4,131
2025-08-12,102,131,0,5,126
2025-08-13,102,126,0,6,120
2025-08-14,102,120,0,0,120
2025-08-15,102,120,0,8,112
2025-08-16,102,112,0,2,110
2025-08-17,102,110,0,3,107
2025-08-18,102,107,0,9,98
2025-08-19,102,98,0,0,98
2025-08-20,102,98,0,9,89
2025-08-21,102,89,0,2,87
2025-08-22,102,87,0,1,86
2025-08-23,102,86,0,1,85
2025-08-24,102,85,0,0,85
2025-08-25,102,85,0,7,78
2025-08-26,102,78,0,2,76
2025-08-27,102,76,0,2,74
2025-08-28,102,74,0,5,69
2025-08-29,102,69,0,7,62
2025-08-30,102,62,0,8,54
2025-08-31,102,54,0,8,46
2025-09-01,102,46,0,3,43
2025-09-02,102,43,0,4,39
2025-09-03,102,39,0,8,31
2025-09-04,102,31,0,8,23
2025-09-05,102,23,0,1,22
2025-09-06,102,22,0,8,14
2025-09-07,102,14,0,8,6
2025-09-08,102,6,0,1,5
2025-09-09,102,5,0,5,0
2025-09-10,102,0,0,4,0
2025-09-11,102,0,0,1,0
2025-09-12,102,0,0,4,0
2025-09-13,102,0,120,1,119
2025-09-14,102,119,0,7,112
2025-09-15,102,112,0,2,110
2025-09-16,102,110,0,9,101
2025-09-17,102,101,0,2,99
2025-09-18,102,99,0,7,92
2025-09-19,102,92,0,7,85
2025-09-20,102,85,0,1,84
2025-09-21,102,84,0,7,77
2025-09-22,102,77,0,0,77
2025-09-23,102,77,0,5,72
2025-09-24,102,72,0,7,65
2025-09-25,102,65,0,2,63
2025-09-26,102,63,0,7,56
2025-09-27,102,56,0,0,56
2025-09-28,102,56,0,8,48
2025-09-29,102,48,0,8,40
2025-09-30,102,40,0,4,36
2025-10-01,102,36,0,5,31
2025-10-02,102,31,0,4,27
2025-10-03,102,27,0,9,18
2025-10-04,102,18,0,6,12
2025-10-05,102,12,0,4,8
2025-10-06,102,8,0,1,7
2025-10-07,102,7,0,6,1
2025-10-08,102,1,0,0,1
2025-10-09,102,1,0,7,0
2025-10-10,102,0,0,7,0
2025-10-11,102,0,0,5,0
2025-10-12,102,0,0,6,0
2025-10-13,102,0,0,1,0
2025-10-14,102,0,0,4,0
2025-10-15,102,0,0,3,0
2025-10-16,102,0,0,3,0
2025-10-17,102,0,0,0,0
2025-10-18,102,0,0,0,0
2025-10-19,102,0,0,0,0
2025-10-20,102,0,0,7,0
2025-10-21,102,0,0,1,0
2025-10-22,102,0,120,3,117
2025-10-23,102,117,0,2,115
2025-10-24,102,115,0,3,112
2025-10-25,102,112,0,6,106
2025-10-26,102,106,0,0,106
2025-10-27,102,106,0,5,101
2025-10-28,102,101,0,2,99
2025-10-29,102,99,0,9,90
2025-10-30,102,90,0,6,84
2025-10-31,102,84,0,9,75
2025-11-01,102,75,0,1,74
2025-11-02,102,74,0,1,73
2025-11-03,102,73,0,3,70
2025-11-04,102,70,0,0,70
2025-11-05,102,70,0,2,68
2025-11-06,102,68,0,8,60
2025-11-07,102,60,0,6,54
2025-11-08,102,54,0,6,48
2025-11-09,102,48,0,3,45
2025-11-10,102,45,0,1,44
2025-11-11,102,44,0,3,41
2025-11-12,102,41,0,5,36
2025-11-13,102,36,0,2,34
2025-11-14,102,34,120,7,147
2025-11-15,102,147,0,4,143
2025-11-16,102,143,0,4,139
2025-11-17,102,139,0,3,136
2025-11-18,102,136,0,5,131
2025-11-19,102,131,0,2,129
2025-11-20,102,129,0,8,121
2025-11-21,102,121,0,4,117
2025-11-22,102,117,0,2,115
2025-11-23,102,115,0,0,115
2025-11-24,102,115,0,9,106
2025-11-25,102,106,0,5,101
2025-11-26,102,101,0,1,100
2025-11-27,102,100,0,2,98
2025-11-28,102,98,0,0,98
2025-11-29,102,98,0,8,90
2025-11-30,102,90,0,7,83
2025-12-01,102,83,0,1,82
2025-12-02,102,82,0,7,75
2025-12-03,102,75,0,8,67
2025-12-04,102,67,0,0,67
2025-12-05,102,67,0,4,63
2025-12-06,102,63,0,7,56
2025-12-07,102,56,0,1,55
2025-12-08,102,55,0,3,52
2025-12-09,102,52,0,6,46
2025-12-10,102,46,0,2,44
2025-12-11,102,44,0,4,40
2025-12-12,102,40,0,7,33
2025-12-13,102,33,120,2,151
2025-12-14,102,151,0,3,148
2025-12-15,102,148,0,8,140
2025-12-16,102,140,0,6,134
2025-12-17,102,134,0,0,134
2025-12-18,102,134,0,3,131
2025-12-19,102,131,0,3,128
2025-12-20,102,128,0,8,120
2025-12-21,102,120,0,5,115
2025-12-22,102,115,0,8,107
